Васильківський	Васильківка	Дніпропетровська	NULL
Верхньодніпровський	Верхньодніпровськ	Дніпропетровська	NULL
Дніпровський	Дніпро	Дніпропетровська	48.46611111111111,35.025277777777774
Дніпровський	Камʼянське	Дніпропетровська	NULL
Довгинцівський	Кривий Ріг	Дніпропетровська	NULL
Заводський	Камʼянське	Дніпропетровська	NULL
Інгулецький	Кривий Ріг	Дніпропетровська	NULL
Індустріальний	Дніпро	Дніпропетровська	NULL
Камʼянський	Камʼянське	Дніпропетровська	48.528888888888886,34.596944444444446
Криворізький	Кривий Ріг	Дніпропетровська	48.528888888888886,34.596944444444446
Криничанський	Кринички	Дніпропетровська	NULL
Магдалинівський	Магдалинівка	Дніпропетровська	NULL
Межівський	Межова	Дніпропетровська	NULL
Металургійний	Кривий Ріг	Дніпропетровська	NULL
Нікопольський	Нікополь	Дніпропетровська	47.577222222222225,34.3575
Новокодацький	Дніпро	Дніпропетровська	NULL
Новомосковський	Новомосковськ	Дніпропетровська	48.63777777777778,35.228611111111114
Павлоградський	Павлоград	Дніпропетровська	48.519999999999996,35.87
Петриківський	Петриківка	Дніпропетровська	NULL
Петропавлівський	Петропавлівка	Дніпропетровська	NULL
Південний	Камʼянське	Дніпропетровська	NULL
Покровський	Кривий Ріг	Дніпропетровська	NULL
Покровський	Покровське	Дніпропетровська	NULL
Пʼятихатський	Пʼятихатки	Дніпропетровська	NULL
Саксаганський	Кривий Ріг	Дніпропетровська	NULL
Самарський	Дніпро	Дніпропетровська	NULL
Синельниківський	Синельникове	Дніпропетровська	48.31777777777778,35.511944444444445
Соборний	Дніпро	Дніпропетровська	NULL
Солонянський	Солоне	Дніпропетровська	NULL
Софіївський	Софіївка	Дніпропетровська	NULL
Тернівський	Кривий Ріг	Дніпропетровська	NULL
Томаківський	Томаківка	Дніпропетровська	NULL
Царичанський	Царичанка	Дніпропетровська	NULL
Центральний	Дніпро	Дніпропетровська	NULL
Центральноміський	Кривий Ріг	Дніпропетровська	NULL
Чечелівський	Дніпро	Дніпропетровська	NULL
Шевченківський	Дніпро	Дніпропетровська	NULL
Широківський	Широке	Дніпропетровська	NULL
Юрʼївський	Юрʼївка	Дніпропетровська	NULL
Амвросіївський	Амвросіївка	Донецька	NULL
Бахмутський	Бахмут	Донецька	NULL
Бойківський	Бойківське	Донецька	NULL
Будьоннівський	Донецьк	Донецька	NULL
Великоновосілківський	Велика Новосілка	Донецька	NULL
Волноваський	Волноваха	Донецька	NULL
Ворошиловський	Донецьк	Донецька	NULL
Гірницький	Макіївка	Донецька	NULL
Горлівський	Горлівка	Донецька	NULL
Добропільський	Добропілля	Донецька	NULL
Донецький	Донецьк	Донецька	NULL
Калінінський	Горлівка	Донецька	NULL
Калінінський	Донецьк	Донецька	NULL
Кальміуський	Кальміуське	Донецька	NULL
Кальміуський	Маріуполь	Донецька	NULL
Київський	Донецьк	Донецька	NULL
Кіровський	Донецьк	Донецька	NULL
Кіровський	Макіївка	Донецька	NULL
Костянтинівський	Костянтинівка	Донецька	NULL
Краматорський	Краматорськ	Донецька	NULL
Куйбишевський	Донецьк	Донецька	NULL
Ленінський	Донецьк	Донецька	NULL
Лиманський	Лиман	Донецька	NULL
Лівобережний	Маріуполь	Донецька	NULL
Мангушський	Мангуш	Донецька	NULL
Марʼїнський	Марʼїнка	Донецька	NULL
Маріупольський	Маріуполь	Донецька	NULL
Микитівський	Горлівка	Донецька	NULL
Нікольський	Нікольське	Донецька	NULL
Новоазовський	Новоазовськ	Донецька	NULL
Олександрівський	Олександрівка	Донецька	NULL
Петровський	Донецьк	Донецька	NULL
Покровський	Покровськ	Донецька	NULL
Приморський	Маріуполь	Донецька	NULL
Пролетарський	Донецьк	Донецька	NULL
Словʼянський	Словʼянськ	Донецька	NULL
Совєтський	Макіївка	Донецька	NULL
Старобешівський	Старобешеве	Донецька	NULL
Центральний	Маріуполь	Донецька	NULL
Центральноміський	Горлівка	Донецька	NULL
Центральноміський	Макіївка	Донецька	NULL
Червоногвардійський	Макіївка	Донецька	NULL
Шахтарський	Шахтарськ	Донецька	NULL
Ясинуватський	Ясинувата	Донецька	NULL
Андрушівський	Андрушівка	Житомирська	NULL
Баранівський	Баранівка	Житомирська	NULL
Бердичівський	Бердичів	Житомирська	NULL
Богунський	Житомир	Житомирська	NULL
Брусилівський	Брусилів	Житомирська	NULL
Ємільчинський	Ємільчине	Житомирська	NULL
Житомирський	Житомир	Житомирська	NULL
Звягельський	Звягель	Житомирська	NULL
Корольовський	Житомир	Житомирська	NULL
Коростенський	Коростень	Житомирська	NULL
Коростишівський	Коростишів	Житомирська	NULL
Лугинський	Лугини	Житомирська	NULL
Любарський	Любар	Житомирська	NULL
Малинський	Малин	Житомирська	NULL
Народицький	Народичі	Житомирська	NULL
Новоград-Волинський	Новоград-Волинський	Житомирська	NULL
Овруцький	Овруч	Житомирська	NULL
Олевський	Олевськ	Житомирська	NULL
Попільнянський	Попільня	Житомирська	NULL
Пулинський	Пулини	Житомирська	NULL
Радомишльський	Радомишль	Житомирська	NULL
Романівський	Романів	Житомирська	NULL
Ружинський	Ружин	Житомирська	NULL
Хорошівський	Хорошів	Житомирська	NULL
Черняхівський	Черняхів	Житомирська	NULL
Чуднівський	Чуднів	Житомирська	NULL
Берегівський	Берегове	Закарпатська	48.2025,22.6375
Великоберезнянський	Великий Березний	Закарпатська	NULL
Виноградівський	Виноградів	Закарпатська	NULL
Воловецький	Воловець	Закарпатська	NULL
Іршавський	Іршава	Закарпатська	NULL
Міжгірський	Міжгірʼя	Закарпатська	NULL
Мукачівський	Мукачево	Закарпатська	48.44138888888889,22.71361111111111
Перечинський	Перечин	Закарпатська	NULL
Рахівський	Рахів	Закарпатська	48.05,24.216666666666665
Свалявський	Свалява	Закарпатська	NULL
Тячівський	Тячів	Закарпатська	48.01611111111111,23.571944444444444
Ужгородський	Ужгород	Закарпатська	48.62388888888889,22.295
Хустський	Хуст	Закарпатська	48.174166666666665,23.289722222222224
Бердянський	Бердянськ	Запорізька	NULL
Більмацький	Більмак	Запорізька	NULL
Василівський	Василівка	Запорізька	NULL
Великобілозерський	Велика Білозерка	Запорізька	NULL
Веселівський	Веселе	Запорізька	NULL
Вільнянський	Вільнянськ	Запорізька	NULL
Вознесенівський	Запоріжжя	Запорізька	NULL
Гуляйпільський	Гуляйполе	Запорізька	NULL
Дніпровський	Запоріжжя	Запорізька	NULL
Заводський	Запоріжжя	Запорізька	NULL
Запорізький	Запоріжжя	Запорізька	NULL
Камʼянсько-Дніпровський	Камʼянка-Дніпровська	Запорізька	NULL
Комунарський	Запоріжжя	Запорізька	NULL
Мелітопольський	Мелітополь	Запорізька	NULL
Михайлівський	Михайлівка	Запорізька	NULL
Новомиколаївський	Новомиколаївка	Запорізька	NULL
Олександрівський	Запоріжжя	Запорізька	NULL
Оріхівський	Оріхів	Запорізька	NULL
Пологівський	Пологи	Запорізька	NULL
Приазовський	Приазовське	Запорізька	NULL
Приморський	Приморськ	Запорізька	NULL
Розівський	Розівка	Запорізька	NULL
Токмацький	Токмак	Запорізька	NULL
Хортицький	Запоріжжя	Запорізька	NULL
Чернігівський	Чернігівка	Запорізька	NULL
Шевченківський	Запоріжжя	Запорізька	NULL
Якимівський	Якимівка	Запорізька	NULL
Богородчанський	Богородчани	Івано-Франківська	NULL
Верховинський	Верховина	Івано-Франківська	48.151666666666664,24.81361111111111
Галицький	Галич	Івано-Франківська	NULL
Городенківський	Городенка	Івано-Франківська	NULL
Долинський	Долина	Івано-Франківська	NULL
Івано-Франківський	Івано-Франківськ	Івано-Франківська	48.922777777777775,24.710555555555555
Калуський	Калуш	Івано-Франківська	49.04416666666666,24.359722222222224
Коломийський	Коломия	Івано-Франківська	48.541666666666664,25.038611111111113
Косівський	Косів	Івано-Франківська	48.315,25.095277777777778
Надвірнянський	Надвірна	Івано-Франківська	48.63027777777778,24.579166666666666
Рогатинський	Рогатин	Івано-Франківська	NULL
Рожнятівський	Рожнятів	Івано-Франківська	NULL
Снятинський	Снятин	Івано-Франківська	NULL
Тисменицький	Тисмениця	Івано-Франківська	NULL
Тлумацький	Тлумач	Івано-Франківська	NULL
Баришівський	Баришівка	Київська	NULL
Білоцерківський	Біла Церква	Київська	NULL
Богуславський	Богуслав	Київська	NULL
Бориспільський	Бориспіль	Київська	NULL
Бородянський	Бородянка	Київська	NULL
Броварський	Бровари	Київська	NULL
Бучанський	Буча	Київська	NULL
Васильківський	Васильків	Київська	NULL
Вишгородський	Вишгород	Київська	NULL
Володарський	Володарка	Київська	NULL
Голосіївський	Київ	Київська	NULL
Дарницький	Київ	Київська	NULL
Деснянський	Київ	Київська	NULL
Дніпровський	Київ	Київська	NULL
Згурівський	Згурівка	Київська	NULL
Іванківський	Іванків	Київська	NULL
Кагарлицький	Кагарлик	Київська	NULL
Києво-Святошинський	Київ	Київська	NULL
Макарівський	Макарів	Київська	NULL
Миронівський	Миронівка	Київська	NULL
Оболонський	Київ	Київська	NULL
Обухівський	Обухів	Київська	NULL
Переяслав-Хмельницький	Переяслав-Хмельницький	Київська	NULL
Печерський	Київ	Київська	NULL
Подільський	Київ	Київська	NULL
Поліський	Красятичі	Київська	NULL
Рокитнянський	Рокитне	Київська	NULL
Святошинський	Київ	Київська	NULL
Сквирський	Сквира	Київська	NULL
Соломʼянський	Київ	Київська	NULL
Ставищенський	Ставище	Київська	NULL
Таращанський	Тараща	Київська	NULL
Тетіївський	Тетіїв	Київська	NULL
Фастівський	Фастів	Київська	NULL
Шевченківський	Київ	Київська	NULL
Яготинський	Яготин	Київська	NULL
Благовіщенський	Благовіщенське	Кіровоградська	NULL
Бобринецький	Бобринець	Кіровоградська	NULL
Вільшанський	Вільшанка	Кіровоградська	NULL
Гайворонський	Гайворон	Кіровоградська	NULL
Голованівський	Голованівськ	Кіровоградська	NULL
Добровеличківський	Добровеличківка	Кіровоградська	NULL
Долинський	Долинська	Кіровоградська	NULL
Знамʼянський	Знамʼянка	Кіровоградська	NULL
Компаніївський	Компаніївка	Кіровоградська	NULL
Кропивницький	Кропивницький	Кіровоградська	NULL
Маловисківський	Мала Виска	Кіровоградська	NULL
Новгородківський	Новгородка	Кіровоградська	NULL
Новоархангельський	Новоархангельськ	Кіровоградська	NULL
Новомиргородський	Новомиргород	Кіровоградська	NULL
Новоукраїнський	Новоукраїнка	Кіровоградська	NULL
Олександрівський	Олександрівка	Кіровоградська	NULL
Олександрійський	Олександрія	Кіровоградська	NULL
Онуфріївський	Онуфріївка	Кіровоградська	NULL
Петрівський	Петрове	Кіровоградська	NULL
Подільський	Кропивницький	Кіровоградська	NULL
Світловодський	Світловодськ	Кіровоградська	NULL
Устинівський	Устинівка	Кіровоградська	NULL
Фортечний	Кропивницький	Кіровоградська	NULL
Алчевський	Алчевськ	Луганська	NULL
Антрацитівський	Антрацит	Луганська	NULL
Артемівський	Луганськ	Луганська	NULL
Біловодський	Біловодськ	Луганська	NULL
Білокуракинський	Білокуракине	Луганська	NULL
Довжанський	Довжанськ	Луганська	NULL
Жовтневий	Луганськ	Луганська	NULL
Камʼянобрідський	Луганськ	Луганська	NULL
Кремінський	Кремінна	Луганська	NULL
Ленінський	Луганськ	Луганська	NULL
Луганський	Луганськ	Луганська	NULL
Лутугинський	Лутугине	Луганська	NULL
Марківський	Марківка	Луганська	NULL
Міловський	Мілове	Луганська	NULL
Новоайдарський	Новоайдар	Луганська	NULL
Новопсковський	Новопсков	Луганська	NULL
Перевальський	Перевальськ	Луганська	NULL
Попаснянський	Попасна	Луганська	NULL
Ровеньківський	Ровеньки	Луганська	NULL
Сватівський	Сватове	Луганська	NULL
Сєвєродонецький	Сєвєродонецьк	Луганська	NULL
Словʼяносербський	Словʼяносербськ	Луганська	NULL
Сорокинський	Сорокине	Луганська	NULL
Станично-Луганський	Станиця Луганська	Луганська	NULL
Старобільський	Старобільськ	Луганська	NULL
Троїцький	Троїцьке	Луганська	NULL
Щастинський	Новоайдар	Луганська	NULL
Бродівський	Броди	Львівська	NULL
Буський	Буськ	Львівська	NULL
Галицький	Львів	Львівська	NULL
Городоцький	Городок	Львівська	NULL
Дрогобицький	Дрогобич	Львівська	49.35,23.5
Жидачівський	Жидачів	Львівська	NULL
Жовківський	Жовква	Львівська	NULL
Залізничний	Львів	Львівська	NULL
Золочівський	Золочів	Львівська	49.80611111111111,24.89638888888889
Камʼянка-Бузький	Камʼянка-Бузька	Львівська	NULL
Личаківський	Львів	Львівська	NULL
Львівський	Львів	Львівська	49.8425,24.03222222222222
Миколаївський	Миколаїв	Львівська	NULL
Мостиський	Мостиська	Львівська	NULL
Перемишлянський	Перемишляни	Львівська	NULL
Пустомитівський	Пустомити	Львівська	NULL
Радехівський	Радехів	Львівська	NULL
Самбірський	Самбір	Львівська	49.516666666666666,23.2
Сихівський	Львів	Львівська	NULL
Сколівський	Сколе	Львівська	NULL
Сокальський	Сокаль	Львівська	NULL
Старосамбірський	Старий Самбір	Львівська	NULL
Стрийський	Стрий	Львівська	49.25,23.85
Стрийський	Стрий	Львівська	NULL
Турківський	Турка	Львівська	NULL
Франківський	Львів	Львівська	NULL
Червоноградський	Червоноград	Львівська	50.38666666666666,24.228888888888886
Шевченківський	Львів	Львівська	NULL
Яворівський	Яворів	Львівська	49.939722222222215,23.385833333333334
Арбузинський	Арбузинка	Миколаївська	NULL
Баштанський	Баштанка	Миколаївська	NULL
Березанський	Березанка	Миколаївська	NULL
Березнегуватський	Березнегувате	Миколаївська	NULL
Братський	Братське	Миколаївська	NULL
Веселинівський	Веселинове	Миколаївська	NULL
Вітовський	Миколаїв	Миколаївська	NULL
Вознесенський	Вознесенськ	Миколаївська	NULL
Врадіївський	Врадіївка	Миколаївська	NULL
Доманівський	Доманівка	Миколаївська	NULL
Єланецький	Єланець	Миколаївська	NULL
Заводський	Миколаїв	Миколаївська	NULL
Інгульський	Миколаїв	Миколаївська	NULL
Казанківський	Казанка	Миколаївська	NULL
Корабельний	Миколаїв	Миколаївська	NULL
Кривоозерський	Криве Озеро	Миколаївська	NULL
Миколаївський	Миколаїв	Миколаївська	NULL
Новобузький	Новий Буг	Миколаївська	NULL
Новоодеський	Нова Одеса	Миколаївська	NULL
Очаківський	Очаків	Миколаївська	NULL
Первомайський	Первомайськ	Миколаївська	NULL
Снігурівський	Снігурівка	Миколаївська	NULL
Центральний	Миколаїв	Миколаївська	NULL
Ананьївський	Ананьїв	Одеська	NULL
Арцизький	Арциз	Одеська	NULL
Балтський	Балта	Одеська	NULL
Березівський	Березівка	Одеська	47.20055555555556,30.91722222222222
Білгород-Дністровський	Білгород-Дністровський	Одеська	46.19222222222222,30.333333333333332
Біляївський	Біляївка	Одеська	NULL
Болградський	Болград	Одеська	45.66722222222222,28.61277777777778
Великомихайлівський	Велика Михайлівка	Одеська	NULL
Захарівський	Захарівка	Одеська	NULL
Іванівський	Іванівка	Одеська	NULL
Ізмаїльський	Ізмаїл	Одеська	45.35805555555556,28.845555555555553
Київський	Одеса	Одеська	NULL
Кілійський	Кілія	Одеська	NULL
Кодимський	Кодима	Одеська	NULL
Лиманський	Доброслав	Одеська	NULL
Любашівський	Любашівка	Одеська	NULL
Малиновський	Одеса	Одеська	NULL
Миколаївський	Миколаївка	Одеська	NULL
Овідіопольський	Овідіополь	Одеська	NULL
Одеський	Одеса	Одеська	46.48555555555556,30.743333333333336
Окнянський	Окни	Одеська	NULL
Подільський	Подільськ	Одеська	47.74194444444444,29.535
Приморський	Одеса	Одеська	NULL
Ренійський	Рені	Одеська	NULL
Роздільнянський	Роздільна	Одеська	46.85194444444445,30.074444444444445
Савранський	Саврань	Одеська	NULL
Саратський	Сарата	Одеська	46.0199358,29.6734385
Суворовський	Одеса	Одеська	NULL
Тарутинський	Тарутине	Одеська	NULL
Татарбунарський	Татарбунари	Одеська	NULL
Ширяївський	Ширяєве	Одеська	NULL
Автозаводський	Кременчук	Полтавська	NULL
Великобагачанський	Велика Багачка	Полтавська	NULL
Гадяцький	Гадяч	Полтавська	NULL
Глобинський	Глобине	Полтавська	NULL
Гребінківський	Гребінка	Полтавська	NULL
Диканський	Диканька	Полтавська	NULL
Зіньківський	Зіньків	Полтавська	NULL
Карлівський	Карлівка	Полтавська	NULL
Київський	Полтава	Полтавська	NULL
Кобеляцький	Кобеляки	Полтавська	NULL
Козельщинський	Козельщина	Полтавська	NULL
Котелевський	Котельва	Полтавська	NULL
Кременчуцький	Кременчук	Полтавська	NULL
Крюківський	Кременчук	Полтавська	NULL
Лохвицький	Лохвиця	Полтавська	NULL
Лубенський	Лубни	Полтавська	NULL
Машівський	Машівка	Полтавська	NULL
Миргородський	Миргород	Полтавська	NULL
Новосанжарський	Нові Санжари	Полтавська	NULL
Оржицький	Оржиця	Полтавська	NULL
Пирятинський	Пирятин	Полтавська	NULL
Подільський	Полтава	Полтавська	NULL
Полтавський	Полтава	Полтавська	NULL
Решетилівський	Решетилівка	Полтавська	NULL
Семенівський	Семенівка	Полтавська	NULL
Хорольський	Хорол	Полтавська	NULL
Чорнухинський	Чорнухи	Полтавська	NULL
Чутівський	Чутове	Полтавська	NULL
Шевченківський	Полтава	Полтавська	NULL
Шишацький	Шишаки	Полтавська	NULL
Березнівський	Березне	Рівненська	NULL
Вараський	Вараш	Рівненська	51.34444444444445,25.850833333333334
Володимирецький	Володимирець	Рівненська	NULL
Гощанський	Гоща	Рівненська	NULL
Демидівський	Демидівка	Рівненська	NULL
Дубенський	Дубно	Рівненська	50.393055555555556,25.735
Дубровицький	Дубровиця	Рівненська	NULL
Зарічненський	Зарічне	Рівненська	NULL
Здолбунівський	Здолбунів	Рівненська	NULL
Корецький	Корець	Рівненська	NULL
Костопільський	Костопіль	Рівненська	NULL
Млинівський	Млинів	Рівненська	NULL
Острозький	Острог	Рівненська	NULL
Радивилівський	Радивилів	Рівненська	NULL
Рівненський	Рівне	Рівненська	50.61972222222222,26.25138888888889
Рокитнівський	Рокитне	Рівненська	NULL
Сарненський	Сарни	Рівненська	51.32694444444445,26.633055555555558
Білопільський	Білопілля	Сумська	NULL
Буринський	Буринь	Сумська	NULL
Великописарівський	Велика Писарівка	Сумська	NULL
Глухівський	Глухів	Сумська	NULL
Зарічний	Суми	Сумська	NULL
Ковпаківський	Суми	Сумська	NULL
Конотопський	Конотоп	Сумська	NULL
Краснопільський	Краснопілля	Сумська	NULL
Кролевецький	Кролевець	Сумська	NULL
Лебединський	Лебедин	Сумська	NULL
Липоводолинський	Липова Долина	Сумська	NULL
Недригайлівський	Недригайлів	Сумська	NULL
Охтирський	Охтирка	Сумська	NULL
Путивльський	Путивль	Сумська	NULL
Роменський	Ромни	Сумська	NULL
Середино-Будський	Середина-Буда	Сумська	NULL
Сумський	Суми	Сумська	NULL
Тростянецький	Тростянець	Сумська	NULL
Шосткинський	Шостка	Сумська	NULL
Ямпільський	Ямпіль	Сумська	NULL
Бережанський	Бережани	Тернопільська	NULL
Борщівський	Борщів	Тернопільська	NULL
Бучацький	Бучач	Тернопільська	NULL
Гусятинський	Гусятин	Тернопільська	NULL
Заліщицький	Заліщики	Тернопільська	NULL
Збаразький	Збараж	Тернопільська	NULL
Зборівський	Зборів	Тернопільська	NULL
Козівський	Козова	Тернопільська	NULL
Кременецький	Кременець	Тернопільська	50.10805555555556,25.7275
Лановецький	Ланівці	Тернопільська	NULL
Монастириський	Монастириська	Тернопільська	NULL
Підволочиський	Підволочиськ	Тернопільська	NULL
Підгаєцький	Підгайці	Тернопільська	NULL
Теребовлянський	Теребовля	Тернопільська	NULL
Тернопільський	Тернопіль	Тернопільська	49.56666666666667,25.6
Чортківський	Чортків	Тернопільська	50.10805555555556,25.7275
Шумський	Шумськ	Тернопільська	NULL
Балаклійський	Балаклія	Харківська	NULL
Барвінківський	Барвінкове	Харківська	NULL
Близнюківський	Близнюки	Харківська	NULL
Богодухівський	Богодухів	Харківська	NULL
Борівський	Борова	Харківська	NULL
Валківський	Валки	Харківська	NULL
Великобурлуцький	Великий Бурлук	Харківська	NULL
Вовчанський	Вовчанськ	Харківська	NULL
Дворічанський	Дворічна	Харківська	NULL
Дергачівський	Дергачі	Харківська	NULL
Зачепилівський	Зачепилівка	Харківська	NULL
Зміївський	Зміїв	Харківська	NULL
Золочівський	Золочів	Харківська	NULL
Ізюмський	Ізюм	Харківська	NULL
Індустріальний	Харків	Харківська	NULL
Кегичівський	Кегичівка	Харківська	NULL
Київський	Харків	Харківська	NULL
Коломацький	Коломак	Харківська	NULL
Красноградський	Красноград	Харківська	NULL
Краснокутський	Краснокутськ	Харківська	NULL
Купʼянський	Купʼянськ	Харківська	NULL
Лозівський	Лозова	Харківська	NULL
Московський	Харків	Харківська	NULL
Немишлянський	Харків	Харківська	NULL
Новобаварський	Харків	Харківська	NULL
Нововодолазький	Нова Водолага	Харківська	NULL
Основʼянський	Харків	Харківська	NULL
Первомайський	Первомайський	Харківська	NULL
Печенізький	Печеніги	Харківська	NULL
Сахновщинський	Сахновщина	Харківська	NULL
Слобідський	Харків	Харківська	NULL
Харківський	Харків	Харківська	NULL
Холодногірський	Харків	Харківська	NULL
Чугуївський	Чугуїв	Харківська	NULL
Шевченківський	Харків	Харківська	NULL
Шевченківський	Шевченкове	Харківська	NULL
Бериславський	Берислав	Херсонська	NULL
Білозерський	Білозерка	Херсонська	NULL
Великолепетиський	Велика Лепетиха	Херсонська	NULL
Великоолександрівський	Велика Олександрівка	Херсонська	NULL
Верхньорогачицький	Верхній Рогачик	Херсонська	NULL
Високопільський	Високопілля	Херсонська	NULL
Генічеський	Генічеськ	Херсонська	NULL
Голопристанський	Гола Пристань	Херсонська	NULL
Горностаївський	Горностаївка	Херсонська	NULL
Дніпровський	Херсон	Херсонська	NULL
Іванівський	Іванівка	Херсонська	NULL
Каланчацький	Каланчак	Херсонська	NULL
Каховський	Каховка	Херсонська	NULL
Каховський	Нова Каховка	Херсонська	NULL
Корабельний	Херсон	Херсонська	NULL
Нижньосірогозький	Нижні Сірогози	Херсонська	NULL
Нововоронцовський	Нововоронцовка	Херсонська	NULL
Новотроїцький	Новотроїцьке	Херсонська	NULL
Олешківський	Олешки	Херсонська	NULL
Скадовський	Скадовськ	Херсонська	NULL
Суворовський	Херсон	Херсонська	NULL
Херсонський	Херсон	Херсонська	NULL
Чаплинський	Чаплинка	Херсонська	NULL
Білогірський	Білогірʼя	Хмельницька	NULL
Віньковецький	Віньківці	Хмельницька	NULL
Волочиський	Волочиськ	Хмельницька	NULL
Городоцький	Городок	Хмельницька	NULL
Деражнянський	Деражня	Хмельницька	NULL
Дунаєвецький	Дунаївці	Хмельницька	NULL
Ізяславський	Ізяслав	Хмельницька	NULL
Камʼянець-Подільський	Камʼянець-Подільський	Хмельницька	48.68055555555555,26.580555555555556
Красилівський	Красилів	Хмельницька	NULL
Летичівський	Летичів	Хмельницька	NULL
Новоушицький	Нова Ушиця	Хмельницька	NULL
Полонський	Полонне	Хмельницька	NULL
Славутський	Славута	Хмельницька	NULL
Старокостянтинівський	Старокостянтинів	Хмельницька	NULL
Старосинявський	Стара Синява	Хмельницька	NULL
Теофіпольський	Теофіполь	Хмельницька	NULL
Хмельницький	Хмельницький	Хмельницька	49.419444444444444,26.979444444444443
Чемеровецький	Чемерівці	Хмельницька	NULL
Шепетівський	Шепетівка	Хмельницька	50.18333333333333,27.066666666666666
Ярмолинецький	Ярмолинці	Хмельницька	NULL
Городищенський	Городище	Черкаська	NULL
Драбівський	Драбів	Черкаська	NULL
Жашківський	Жашків	Черкаська	NULL
Звенигородський	Звенигородка	Черкаська	NULL
Золотоніський	Золотоноша	Черкаська	NULL
Камʼянський	Камʼянка	Черкаська	NULL
Канівський	Канів	Черкаська	NULL
Катеринопільський	Катеринопіль	Черкаська	NULL
Корсунь-Шевченківський	Корсунь-Шевченківський	Черкаська	NULL
Лисянський	Лисянка	Черкаська	NULL
Маньківський	Маньківка	Черкаська	NULL
Монастирищенський	Монастирище	Черкаська	NULL
Придніпровський	Черкаси	Черкаська	NULL
Смілянський	Сміла	Черкаська	NULL
Соснівський	Черкаси	Черкаська	NULL
Тальнівський	Тальне	Черкаська	NULL
Уманський	Умань	Черкаська	NULL
Христинівський	Христинівка	Черкаська	NULL
Черкаський	Черкаси	Черкаська	NULL
Чигиринський	Чигирин	Черкаська	NULL
Чорнобаївський	Чорнобай	Черкаська	NULL
Шполянський	Шпола	Черкаська	NULL
Вижницький	Вижниця	Чернівецька	48.25,25.191666666666666
Герцаївський	Герца	Чернівецька	NULL
Глибоцький	Глибока	Чернівецька	NULL
Дністровський	Кельменці	Чернівецька	48.46333333333334,26.829166666666666
Заставнівський	Заставна	Чернівецька	NULL
Кельменецький	Кельменці	Чернівецька	NULL
Кіцманський	Кіцмань	Чернівецька	NULL
Новоселицький	Новоселиця	Чернівецька	NULL
Путильський	Путила	Чернівецька	NULL
Сокирянський	Сокиряни	Чернівецька	NULL
Сторожинецький	Сторожинець	Чернівецька	NULL
Хотинський	Хотин	Чернівецька	NULL
Чернівецький	Чернівці	Чернівецька	48.29083333333333,25.934444444444445
Бахмацький	Бахмач	Чернігівська	NULL
Бобровицький	Бобровиця	Чернігівська	NULL
Борзнянський	Борзна	Чернігівська	NULL
Варвинський	Варва	Чернігівська	NULL
Городнянський	Городня	Чернігівська	NULL
Деснянський	Чернігів	Чернігівська	NULL
Ічнянський	Ічня	Чернігівська	NULL
Козелецький	Козелець	Чернігівська	NULL
Коропський	Короп	Чернігівська	NULL
